wrkstat,wrkslf,occ10,prestg10,indus10,marital,spwrksta,cowrksta,spocc10,sppres10,spind10,coocc10,coind10,pawrkslf,paocc10,papres10,paind10,maocc10,mapres10,maind10,sibs,childs,age,agekdbrn,degree,padeg,madeg,spdeg,major1,sex,race,reg16,mobile16,family16,incom16,born,parborn,granborn,maborn,paborn,babies,preteen,teens,adults,unrelat,earnrs,income,rincome,region,size,partyid,vote16,vote20,polviews,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,natroad,natsoc,natmass,natpark,natchld,natsci,natenrgy,eqwlth,spkath,colath,libath,spkrac,colrac,librac,spkcom,colcom,libcom,spkmslm,colmslm,libmslm,relig,jew,attend,postlife,relig16,jew16,sprel,happy,hapmar,hapcohab,health,life,helpful,fair,trust,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,confedvac,class,rank,satfin,finalter,finrela,premarsx,teensex,xmarsex,homosex,pornlaw,xmovie,reborn,marblk,marasian,marhisp,marwht,wordsum,sei10,partners,matesex,frndsex,acqntsex,pikupsex,paidsex,othersex,condom,idu30,evcrack,crack30,hivtest,sexornt,year,id,sampcode,sample,phase,sdastrata,sdaclusters,vpsu,vstrat,compwt,wtssnrps,wtssall,wtssnr,wtss,oversamp,formwt,wtssps
 5, 2, 710,51, 490, 1, 7,.i, 230,59,7890,  .i,  .i, 1,4720,28,4970,  .i,.i,  .i, 7, 0,76,29, 4, 0, 0, 3,43, 1, 3, 0, 3, 1, 4, 2,.i, 4, 2, 2, 0, 0, 0, 2, 0, 0,12,.i, 7,  92, 2, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 5,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 9,.i, 8, 2, 9,.i, 9, 2, 2,.i, 2,.i, 1, 2, 2, 1, 2, 2, 1, 1, 2, 3, 2, 3, 1, 1, 1, 2,.i, 3, 4, 1, 3, 4, 3, 1,.i,.i, 3, 2,.d, 1, 1, 1, 1, 5,78.3,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022, 961, .i,10,.i,12,1.07800000000000000e+03,   2,2689,4.11399999999999988e-01,4.11366470470861167e-01,                     .y,                     .y,                     .y,1.0000,1.000,4.03266701069089795e-01
 1, 2,1006,65,7380, 1, 1,.i,  50,53,7380,  .i,  .i, 2, 430,39, 770,3050,66,5070, 1, 2,36,30, 4,.i,.i, 4,20, 2, 1, 0, 3, 1, 3, 2,.i, 4, 2, 2, 1, 1, 0, 2, 0, 2,12,.i, 7,  92, 4, 2, 2, 4, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 3,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 4,.i, 3,.d, 1,.i, 4, 2, 2,.i, 2,.i, 1, 2, 1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,.i, 3, 4, 1, 1, 4, 4, 4,.i,.i, 1, 1, 2, 3, 3, 3, 3, 5,80.7,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022, 962, .i,10,.i,12,1.09700000000000000e+03,   2,2689,3.17989999999999995e+00,3.17997504652148333e+00,                     .y,                     .y,                     .y,1.0000,1.000,2.99588031006884536e+00
 1, 2, 910,45,6890, 1, 1,.i,  50,53,5790,  .i,  .i,.i,  .i,.i,  .i,5020,31,6690, 1,.i,52,21, 3,.i, 1, 1,42, 2, 1, 7, 2, 5, 1, 1,.i, 0, 1, 1,.i,.i,.i, 2, 0, 2,12,12, 7,  92, 3, 1, 1, 3,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1, 1, 2, 2, 1, 1, 1,.i,.i, 4,.i,.i, 4,.i,.i,.i,.i,.i, 4,.i, 4,.i, 1,.d, 4,.i, 2, 1, 3,.i, 1, 1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 3, 4, 2, 1, 4, 4, 3, 2, 4,.i,.i, 1, 1, 1, 1, 1, 8,62.1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022, 963, .i,10,.i,12,1.08600000000000000e+03,   2,2689,6.65200000000000014e-01,6.65251191700049760e-01,                     .y,                     .y,                     .y,1.0000,1.000,6.23302003932776350e-01
 5, 2,1350,71,7290, 1, 5,.i,2850,67,7470,  .i,  .i, 1,4465,49,9080,3255,64,8190, 1,.i,81,.i, 4, 1, 1, 3,18, 1, 1, 3, 3, 1, 4, 1,.i, 0, 1, 1,.i,.i,.i, 2, 0, 2,12,.i, 7,  92, 4, 1, 1, 4,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 2, 2, 2, 2, 2, 1,.i,.i, 5,.i,.i, 5,.i,.i,.i,.i,.i, 5,.i, 2,.i, 7,.i, 2,.i, 1, 2, 2,.i, 2, 1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 3, 3, 1, 1, 4, 1, 1, 1, 1,.i,.i, 2, 3, 3, 3, 3,10,87.6,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022, 964, .i,10,.i,12,1.07700000000000000e+03,   2,2689,6.03999999999999981e-01,6.03997588062793134e-01,                     .y,                     .y,                     .y,1.0000,1.000,5.78963302157648130e-01
 2, 2,3230,59,8170, 1, 3,.i,3600,48,8270,  .i,  .i, 2,1360,65,7290,2310,61,7860, 1,.i,57,.i, 4, 3, 4, 1,13, 2, 1, 7,.i, 1, 4, 1,.i, 1, 1, 1,.i,.i,.i, 2, 0, 2,12,12, 7,  92, 0, 2, 2, 6,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 3, 1, 1, 1,.d, 1, 1, 3,.i, 4,.i,.i, 5,.i,.i,.i,.i,.i, 5,.i, 1,.i, 0, 1, 1,.i, 2, 2, 1,.i, 1, 1, 2, 3, 2, 2, 1, 2, 1, 2, 2, 2, 1, 2, 3, 2, 2, 2,.i, 3,.i, 2, 3, 3,.i,.i, 1, 3, 1,.i, 2,.i,.i,.i,.i,.i,88.3, 1, 1,.i,.i,.i,.i,.i, 2,.i, 2,.i, 1, 3,2022, 965, .i,10,.i,12,1.09500000000000000e+03,   2,2689,6.65200000000000014e-01,6.65251191700049760e-01,                     .y,                     .y,                     .y,1.0000,1.000,6.23302003932776350e-01
 2, 2,6440,43, 770, 3,.i,.i,  .i,.i,  .i,  .i,  .i, 2,4850,45,2190,  .i,.i,  .i, 7, 0,35,25, 1, 3, 4,.i,.i, 1, 1, 7, 1, 2, 3, 1,.i, 0, 1, 1, 0, 0, 0, 3,.i, 1,12,12, 7,  92, 5, 2, 2, 5, 2, 2, 3, 1, 1, 1, 1, 2, 1, 3, 3, 2, 1, 2, 2, 2, 2, 1,.i, 1, 4, 2, 1, 4, 1, 1, 4, 1, 2, 5, 2, 2,.i, 5,.i, 2,.i,.i, 2,.i,.i, 2, 1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1, 5, 3, 1, 2, 4, 1, 1, 4,.i,.i, 1, 3, 3, 3, 3, 3,36.2,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022, 966, .i,10,.i,12,1.07900000000000000e+03,   2,2689,6.48199999999999998e-01,6.48216922873670054e-01,                     .y,                     .y,                     .y,1.0000,1.000,6.35420986123664155e-01
 2, 2,4110,31,8680, 5,.i,.i,  .i,.i,  .i,  .i,  .i,.i,  .i,.i,  .i,2320,64,7860, 1, 0,20,.i, 1,.i, 4,.i,.i, 2, 1, 7,.i, 5, 3, 1,.i, 0, 1, 1, 0, 0, 0, 3, 1, 2,.i,.d, 7,  92, 1, 3, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 4,.i, 0,.i, 4,.i,.i, 2,.i,.i, 3,.i,.i,.i,.i, 2, 3, 3, 3, 3, 3, 3, 2, 2, 3, 2, 3, 3,.i, 3, 5, 2, 2, 3, 4, 4,.i,.i, 3, 2, 2, 3, 3, 3, 3, 5,19.6,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022, 967, .i,10,.i,12,1.08100000000000000e+03,   2,2689,1.26019999999999999e+00,1.26018186123152121e+00,                     .y,                     .y,                     .y,1.0000,1.000,1.15073064315130158e+00
 1, 1, 220,53, 770, 3,.i,.i,  .i,.i,  .i,  .i,  .i, 1,1460,70,3190,5620,25,5380, 3,.i,49,32, 1, 1, 0,.i,.i, 1, 3, 0, 3, 1, 3, 2,.i, 4, 2, 2,.i,.i,.i, 1,.i, 1,12,12, 7,  92, 3, 1, 1, 2,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 2,.d, 2, 2,.d, 1,.i,.i, 5,.i,.i, 5,.i,.i,.i,.i,.i, 5,.i, 2,.i, 2, 1, 4,.i,.i, 2,.i,.i, 2, 1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 3, 1, 1, 4, 3, 2, 1, 4,.i,.i, 2, 3, 3, 3, 3, 5,59.1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022, 968, .i,10,.i,12,1.07800000000000000e+03,   2,2689,1.52200000000000002e-01,1.52249763324494553e-01,                     .y,                     .y,                     .y,1.0000,1.000,1.50617347906323085e-01
 1, 2,1740,65, 490, 2,.i,.i,  .i,.i,  .i,  .i,  .i, 1, 430,39,1990,5860,32,4790, 2,.i,50,36, 4, 1, 0,.i,24, 1, 1, 0, 3, 1, 3, 2,.i, 4, 2, 2,.i,.i,.i, 1, 0, 3,12,12, 7,  92, 1, 1, 1, 3,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 3, 1, 2, 1, 2, 1, 3,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 4,.i, 0,.d, 2,.i,.i, 2,.i,.i, 1,.i, 2, 2, 3, 2, 2, 3, 2, 2, 3, 2, 1, 2, 1, 1, 2, 2,.i, 3,.i, 1, 3, 5, 4, 3,.i,.i, 2,.i, 2, 3, 3, 3, 3,10,86.7, 4, 1, 1,.i,.i,.i,.i, 2,.i, 2,.i, 1, 3,2022, 969, .i,10,.i,12,1.07300000000000000e+03,   2,2689,2.51800000000000024e-01,2.51823910061231226e-01,                     .y,                     .y,                     .y,1.0000,1.000,2.50149555246678645e-01
 2, 2,5820,37,5592, 5,.i,.i,  .i,.i,  .i,  .i,  .i, 1,9830,62,9870,3300,61,8180, 3,.i,25,.i, 1, 3, 3,.i,.i, 1, 2, 6, 3, 3, 3, 1,.i, 0, 1, 1,.i,.i,.i, 1,.i, 1,12, 6, 5,   8, 3, 1, 2, 1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 3, 3, 1, 1, 1, 1, 1,.s,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1,.i, 5,.i, 1,.i,.i, 2,.i,.i, 2,.i,.i,.i,.i, 1, 1, 2, 3, 2, 1, 1, 1, 1, 2, 1, 2, 1,.i, 4,.i, 3, 2, 3, 3,.s,.i,.i, 2,.i, 1, 1, 3, 1,.s, 6,35.1,.d, 2, 1, 1, 1, 2, 2, 1,.i, 2,.i, 1, 3,2022, 970, .i,10,.i,12,1.10200000000000000e+03,   1,2690,3.29500000000000015e-01,3.29522589083416639e-01,                     .y,                     .y,                     .y,1.0000,1.000,2.86843879612046604e-01
 1, 2,8740,39,7590, 5,.i,.i,  .i,.i,  .i,  .i,  .i,.i,  .i,.i,  .i,5120,45,6870, 6, 0,49,21, 1,.i, 2,.i,.i, 2, 2, 5, 2, 5, 1, 1,.i, 0, 1, 1, 0, 0, 0, 1,.i, 0, 8,.i, 5,   8, 3,.n,.n, 4, 3, 1, 1, 1, 1, 1, 2, 1, 3, 3, 1, 3, 1, 1, 1, 1, 2, 2,.i, 1, 5, 2, 1, 5, 2, 1, 4, 2, 1, 5, 2, 4,.i, 1,.i, 4,.i,.i, 2,.i,.i, 2, 2,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1, 6, 3, 1, 2, 4, 1, 2, 4,.i,.i, 1, 3, 3, 3, 3, 5,38.1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022, 971, .i,10,.i,12,1.10100000000000000e+03,   1,2690,2.38900000000000001e-01,2.38936480885580865e-01,                     .y,                     .y,                     .y,1.0000,1.000,2.05830820467309106e-01
 1, 2,1340,75,8190, 1, 1,.i,2145,52,7270,  .i,  .i, 2,9830,62,9870,  .i,.i,  .i, 3, 0,62,25, 3, 1, 0, 3, 9, 1, 3, 0, 3, 1, 2, 2,.i, 4, 2, 2, 0, 0, 0, 2, 0, 2,12,12, 5,   8, 0, 2, 1, 4, 2, 1, 1, 1, 2, 1, 2, 2, 1, 3, 1, 1, 2,.d, 3, 2, 2, 1,.i, 1, 5, 2, 2, 5, 2, 2, 5, 2, 2, 5, 2, 2,.i, 6, 1, 2,.i, 2, 1, 1,.i, 3, 1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 3, 2, 2, 3, 4, 4, 4, 2, 4,.i,.i, 1, 1, 1, 1, 1, 4,86.1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022, 972, .i,10,.i,12,1.10100000000000000e+03,   1,2690,5.06499999999999950e-01,5.06491298055572137e-01,                     .y,                     .y,                     .y,1.0000,1.000,4.65839450885145279e-01
 2, 2,3930,34,7680, 2,.i,.i,  .i,.i,  .i,  .i,  .i, 2,8040,32,2680,  .i,.i,  .i, 6,.i,64,23, 1, 0,.i,.i,.i, 2, 2, 7, 3, 4, 3, 1,.i, 1, 1, 1,.i,.i,.i, 1,.i, 1, 8, 8, 5,   8, 0, 1, 1, 3,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1, 1, 1, 1, 1, 3, 1, 2,.i, 5,.i,.i, 5,.i,.i,.i,.i,.i, 5,.i, 4,.i, 1,.i, 1,.i,.i, 3,.i,.i, 2, 2,.i,.i,.i, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2,.i, 2,.i, 2, 1, 2,.i,.i, 1, 1, 1,.i, 1,.i,.i,.i,.i,.i,34.7,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022, 973, .i,10,.i,12,1.07300000000000000e+03,   1,2690,2.72600000000000009e-01,2.72583559101191197e-01,                     .y,                     .y,                     .y,1.0000,1.000,2.37403978736681842e-01
 1, 2,4020,33,8680, 5,.i,.i,  .i,.i,  .i,  .i,  .i, 2,4030,21,4970, 310,39,8680, 5, 0,21,.i, 1, 1, 1,.i,.i, 2, 2, 5, 2, 3, 2, 1,.i, 0, 1, 1, 0, 0, 0, 1,.i, 1, 2,.i, 5,   8, 2, 3, 1, 4, 1, 1, 1,.d, 3, 1, 1, 1, 3, 2, 1, 1, 2, 1, 2, 1, 1, 1,.i, 1, 4, 2, 1, 4, 2, 1, 5, 2, 1, 4, 2, 4,.i, 0, 2, 1,.i,.i, 2,.i,.i, 3, 2,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 8, 3, 3, 2, 4, 4, 1, 4,.i,.i, 2, 3, 3, 3, 3, 9,13.6,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022, 974, .i,10,.i,12,1.10300000000000000e+03,   1,2690,3.09400000000000008e-01,3.09399398388310098e-01,                     .y,                     .y,                     .y,1.0000,1.000,2.68460595288509907e-01
 7, 1,4220,24,8290, 3,.i,.i,  .i,.i,  .i,  .i,  .i,.i,  .i,.i,  .i,4130,16,7860, 7, 0,46,14, 1,.i, 1,.i,.i, 2, 2, 3, 3, 7, 2, 1,.i, 0, 1, 1, 0, 0, 0, 1,.i, 0, 7,.i, 5,   8, 3, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 3, 3, 1, 2, 1, 1, 2, 1, 2, 1, 1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 4,.i, 0,.i, 4,.i,.i, 2,.i,.i, 4,.i,.i,.i,.i, 3, 2, 2, 2, 2, 3, 3, 3, 2, 2, 2, 3, 3,.i, 1, 6, 3, 3, 1, 4, 4,.i,.i, 2, 2, 2, 3, 3, 3, 3, 6,20.7,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022, 975, .i,10,.i,12,1.08400000000000000e+03,   1,2690,2.38900000000000001e-01,2.38936480885580865e-01,                     .y,                     .y,                     .y,1.0000,1.000,2.05830820467309106e-01
 1, 2,9620,25,6290, 5,.i,.i,  .i,.i,  .i,  .i,  .i, 2,7340,44,1080,7750,35,1080, 7,.i,58,.i, 2, 0, 0,.i,51, 1, 3, 6, 3, 3, 2, 1,.i, 0, 1, 1,.i,.i,.i, 1,.i, 1,12,12, 5,   8, 0, 1, 1, 4,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1, 1, 1, 2, 1, 1, 1, 2,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,11,.i, 1,.i, 1,.i,.i, 3,.i,.i, 4,.i,.i,.i,.i, 3, 2, 3, 2, 2, 2, 2, 3, 2, 2, 1, 2, 2,.i, 2,.i, 3, 3, 2, 4, 2,.i,.i, 2,.i, 1, 1, 1, 1, 1, 7,23.3, 2, 1, 1, 2, 2, 2, 2, 1,.i, 2,.i, 1, 1,2022, 976, .i,10,.i,12,1.07500000000000000e+03,   1,2690,1.83499999999999996e-01,1.83473313560870960e-01,                     .y,                     .y,                     .y,1.0000,1.000,1.57732040512027938e-01
 1, 2,5620,25,3680, 5,.i, 1,  .i,40,  .i,5600,2970, 2,4010,38,8680,4110,31,8680, 5,.i,32,.i, 1, 1, 0,.i,.i, 1, 2, 5,.i, 1, 4, 1,.i, 0, 1, 1,.i,.i,.i, 2, 1, 2,12,12, 5,   8, 3, 2, 1, 3,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 3,.d, 2, 1, 2, 1, 2, 1,.i, 4,.i,.i, 5,.i,.i,.i,.i,.i, 4,.i, 1,.i, 2, 1, 1,.i,.i, 3,.i, 2, 2, 2, 1, 1, 2, 1, 1, 2, 2, 1, 2, 2, 2, 3, 2, 2, 2, 1,.i, 2,.i, 3, 1, 4,.i,.i, 1, 4, 2,.i, 1,.i,.i,.i,.i,.i,23.8, 1, 1,.i,.i,.i,.i,.i, 2,.i, 2,.i, 2, 3,2022, 977, .i,10,.i,12,1.10000000000000000e+03,   1,2690,1.09149999999999991e+00,1.09147783950521915e+00,                     .y,                     .y,                     .y,1.0000,1.000,9.55900384691898197e-01
 2, 2,4760,31,5580, 5,.i,.i,  .i,.i,  .i,  .i,  .i, 2,6260,28, 770,  .i,.i,  .i, 2, 0,32,.i, 0, 2, 1,.i,.i, 1, 1, 5, 2, 1, 3, 1,.i, 0, 1, 1, 0, 0, 0, 2, 0, 2,12,.i, 5,  55, 3, 2, 2, 3, 3, 1, 1, 1, 3, 1, 2, 1, 2, 1, 1, 2, 2, 1, 1, 2, 1, 1, 4, 2, 4, 1, 1, 4, 1, 1, 4, 2, 2, 5, 2, 2,.i, 0, 2, 4,.i,.i, 2,.i,.i, 2, 2, 1, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2,.i, 2,.i, 2, 2, 3,.i,.i, 2, 4,.d, 1, 2,.i,.i,.i,.i,.i,39.7,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022, 978, .i,10,.i,12,1.09200000000000000e+03,   1,2690,6.77599999999999980e-01,6.77657743009588920e-01,                     .y,                     .y,                     .y,1.0000,1.000,5.70067467945814199e-01
 1, 2,9030,65,6070, 1, 1,.i,1965,43,9490,  .i,  .i, 2, 160,44,4290,2310,61,7860, 3,.i,41,.i, 3, 3, 4, 3,43, 1, 1, 5, 2, 1, 3, 1,.i, 0, 1, 1,.i,.i,.i, 2, 0, 2,12,12, 5,  55, 5, 1, 1, 6,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1, 1, 1, 1, 1, 2, 2,.i,.i, 4,.i,.i, 4,.i,.i,.i,.i,.i, 4,.i, 1,.i, 4,.i, 1,.i, 1, 1, 1,.i, 2, 1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 3, 4, 1, 1, 4, 1, 1, 1, 1,.i,.i, 1, 2, 2, 2, 1, 8,79.4,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022, 979, .i,10,.i,12,1.09400000000000000e+03,   1,2690,5.39699999999999958e-01,5.39689582251266620e-01,                     .y,                     .y,                     .y,1.0000,1.000,4.60156959092661133e-01
 1, 2,4010,38,8680, 5,.i,.i,  .i,.i,  .i,  .i,  .i, 2,7315,45, 770,  .i,.i,  .i, 8, 3,29,17, 0, 1,.i,.i,.i, 2, 3, 5, 2, 6, 1, 1,.i, 3, 1, 1, 1, 2, 0, 1, 0, 1,.i,.i, 5,  55, 4, 1,.d, 4, 2, 1, 1, 1, 1, 1, 1, 1, 3, 3, 2, 2, 1,.d, 1, 1, 1, 1, 7, 2, 5, 2, 2, 5, 1, 2, 4, 1, 2, 5, 1, 4,.i, 0, 1, 2,.i,.i, 3,.i,.i, 2, 2, 2, 1, 2, 2, 2, 1, 3,.d, 2, 3, 1, 3,.n, 1, 2, 1,.i, 1,.i, 3, 1, 3,.i,.i, 2, 4, 2,.n, 2,.i,.i,.i,.i,.i,27.0, 0,.i,.i,.i,.i,.i,.i, 1,.i, 2,.i, 2, 3,2022, 980, .i,10,.i,12,1.08200000000000000e+03,   1,2690,1.15529999999999999e+00,1.15531169462733563e+00,                     .y,                     .y,                     .y,1.0000,1.000,1.02410031078075869e+00
 1, 1, 310,39,8680, 1, 1,.i,4000,50,8680,  .i,  .i, 1,4000,50,8680,  .i,.i,  .i, 4, 2,.n,.i, 1, 1, 0, 1,.i, 1, 3, 3, 3, 1, 3, 2,.i, 4, 2, 2, 0, 2, 0, 1, 0, 4,12,12, 5,   8, 3,.n,.n, 4, 2, 2, 2, 3, 3, 2, 1, 2, 2, 3, 2, 1, 1, 1, 1, 1, 1, 1, 7,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 9,.i, 7,.i, 9,.i, 9, 2, 2,.i, 1,.i,.i,.i,.i, 3, 2, 2, 2, 3, 3, 3, 2, 3, 3, 2, 3, 2,.i, 2, 5, 3, 3, 3, 2, 2,.i,.i, 2, 1, 2, 3, 3, 3, 3, 3,41.0,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022, 981, .i,10,.i,12,1.08200000000000000e+03,   1,2690,5.06600000000000050e-01,5.06623430852948031e-01,                     .y,                     .y,                     .y,1.0000,1.000,4.19000043883408890e-01
 1, 2,6260,28, 770, 3,.i,.i,  .i,.i,  .i,  .i,  .i, 2,6940,32, 490,  .i,.i,  .i, 6,.i,64,30, 1,.i,.i,.i,.i, 1, 3, 0, 3, 1, 1, 2,.i,.d, 2, 2,.i,.i,.i, 3, 0, 2,12,12, 5,   8, 5, 3, 3, 4,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 1, 2, 2, 1, 1, 1,.i,.i, 5,.i,.i, 5,.i,.i,.i,.i,.i, 5,.i, 2,.i, 2,.i, 2,.i,.i, 3,.i,.i, 2, 1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 4, 2, 3, 3, 4, 3, 1, 1,.i,.i, 2, 3, 2, 1, 2, 4,25.2,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022, 982, .i,10,.i,12,1.08300000000000000e+03,   1,2690,8.45300000000000051e-01,8.45278347076341197e-01,                     .y,                     .y,                     .y,1.0000,1.000,7.60534403435557782e-01
 2, 2,9130,35,4970, 5,.i,.i,  .i,.i,  .i,  .i,  .i, 2,9620,25,4080,4050,21,4980, 4,.i,20,.i, 1, 0, 0,.i,.i, 2, 1, 5, 1, 1, 3, 1,.i, 4, 2, 2,.i,.i,.i, 2, 0, 3,12, 8, 5,   8, 1, 3, 1, 2,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 3, 1, 2, 1, 1, 1, 1,.i,.i, 4,.i,.i, 5,.i,.i,.i,.i,.i, 5,.i, 2,.i, 2,.d, 2,.i,.i, 2,.i,.i, 2, 2,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 7, 2, 3, 2, 4, 3, 1, 4,.i,.i, 2, 3, 3, 3, 3, 5,32.0,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022, 983, .i,10,.i,12,1.08700000000000000e+03,   1,2690,2.09600000000000009e+00,2.09606437405483170e+00,                     .y,                     .y,                     .y,1.0000,1.000,1.86689268567468636e+00
 5, 2, 430,39,  .n, 3,.i,.i,  .i,.i,  .i,  .i,  .i, 2, 205,46, 170,4230,25,7690, 1, 0,82,20, 2, 1, 1,.i,32, 2, 3, 5,.i, 1, 2, 1,.i, 0, 1, 1, 0, 0, 0, 2, 0, 1,12,.i, 5,   8, 3, 2, 2, 4, 3, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 2, 2, 1, 2, 1, 5, 1, 4, 2, 1, 5, 2, 1, 5, 2, 2, 5, 2, 1,.i, 8,.i, 1,.i,.i, 3,.i,.i, 2, 1,.i,.i,.i, 2, 1, 3, 2, 2, 2, 3, 2, 3, 2, 2, 3, 1,.i, 3,.i, 3, 2, 2,.i,.i, 1, 1, 2, 2, 2,.i,.i,.i,.i,.i,67.7, 0,.i,.i,.i,.i,.i,.i, 2,.i, 2,.i, 2, 3,2022, 984, .i,10,.i,12,1.07200000000000000e+03,   1,2690,2.44299999999999989e-01,2.44273123530618197e-01,                     .y,                     .y,                     .y,1.0000,1.000,1.98747318853409460e-01
 1, 2,2330,61,7860, 5,.i, 7,  .i,.i,  .i,  .i,  .s, 2,5510,29,9170,4710,48,4080, 5, 2,31,28, 4, 2, 4,.i,45, 1, 2, 5, 2, 3, 5, 1,.i, 0, 1, 1, 1, 1, 0, 2, 0, 2,12,12, 5, 413, 2, 1, 2, 5, 2, 1, 1, 1, 1, 1, 1, 1, 3, 3, 2, 1, 1, 1, 2, 1, 2, 1, 3,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1,.i, 5, 1, 1,.i,.i, 2,.i, 2, 3,.i, 1, 2, 1, 2, 2, 2, 3, 2, 2, 2, 1,.d, 3, 1, 2, 1,.i, 3, 5, 2, 1, 4, 4, 4,.i,.i, 1, 1, 1, 1, 1, 1, 1, 8,71.7,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022, 985, .i,10,.i,12,1.07500000000000000e+03,   1,2690,3.82099999999999995e-01,3.82069764549717084e-01,                     .y,                     .y,                     .y,1.0000,1.000,3.38792832996514193e-01
